Id,IsDeleted,MasterRecordId,AccountId,Salutation,FirstName,LastName,MiddleName,Suffix,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,EmailBouncedReason,EmailBouncedDate,Jigsaw,JigsawContactId,SmartvCard__Organization__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__ContactDate__c,qbdialer__ContactScoreId__c,qbdialer__ContactScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,LID__LinkedIn_Member_Token__c,Other_Email_s__c,Agree_to_FT_License_Agreement__c,Free_Trial_License_Key__c,Free_Trial_Project_Notes__c,Free_Trial_Start_Date__c,Free_Trial_Follow_Up_Notes__c,Free_Trial_Status__c,Signed_up_for_free_trial_on__c,Dev_Edition_Agree_to_License_Agreement__c,Dev_Edition_Date_Signed_Up__c,Free_Trial_Renewed_Date__c,zisf__Person_Has_Moved__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Email__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__ZoomInfo_Phone__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c,Alternate_Email__c,LinkedIn_Profile__c,Goal_of_Developer_Edition__c,Goal_of_Developer_Edition_Other__c,Employee_Band__c,Original_Lead_Source__c,Meeting_Status__c
0033600001gvEk3AAE,0,,0013600001jgIbxAAE,,Shane,Yang,,,,,,,,,,,1301 Second Ave,Seattle,WA,,United States,,,,,,,,,,,anonymized@vrgcorporation.com,Big Data Engineer,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-05-22,00536000006DI2SAAW,2018-05-22,00536000006DZLrAAO,5/25/18 6:33,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001gvEnRAAU,0,,0013600001jgIbxAAE,,Shane,Buckingham,,,,,,,,,,,1301 Second Ave,Seattle,WA,,United States,,,,,,,,,,,anonymized@vrgcorporation.com,Engineer,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-05-22,00536000006DI2SAAW,2018-05-22,00536000006DZLrAAO,11/9/18 17:46,2018-11-09,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001gvG07AAE,0,,0013600001gIcXXAA0,,Shannon,Schrader,,,,,,,,,,,1860 Lincoln Street,Bellevue,WA,80203,USA,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Director Software Development,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-05-22,00536000006DI2SAAW,2018-10-27,00536000006DZLrAAO,10/27/18 7:39,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,,,"Manager, IT Development at CenturyLink",,,,,
0033600001gvGIvAAM,0,,0013600001gIcXXAA0,,Shannon,Glover,,,,,,,,,,,250 E 200 S,Bellevue,WA,84111,USA,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Senior Lead Software Developer,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-05-22,00536000006DI2SAAW,2018-10-27,00536000006DZLrAAO,11/13/18 14:53,2018-11-13,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,,,Sr. Lead Software Developer at CenturyLink,,,,,
0033600001gvHCOAA2,0,,0013600001gggELAAY,,Sharon,Souder,,,,,,,,,,,san francisco,san rafael,California,94903,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Analytics Manager,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-05-22,00536000006DI2SAAW,2018-10-27,00536000006DZLrAAO,10/27/18 0:41,2018-08-28,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001htC1RAAU,0,,0013600000JRBRkAAP,,Sharon,Gupta,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Prog Lead,,,Webinar,,,00536000006DdI0AAK,0,0,0,2018-05-24,00536000006DdI0AAK,2018-05-24,00536000006DdI0AAK,5/25/18 6:50,2018-05-24,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001htF86AAE,0,,0013600001lHfG8AAK,,Shaul,Bie,,,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Analytics,,,Sales Activity,,,00536000006CbBOAA0,0,0,0,2018-05-24,00536000006CbBOAA0,2018-10-04,00536000006DZLrAAO,10/4/18 17:50,2018-08-15,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001htNz5AAE,0,,0013600001lHmNiAAK,,Shaun,Ersoy,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Data Scientist,,,,,,00536000006CbBOAA0,0,0,0,2018-05-24,00536000006CbBOAA0,2018-05-24,00536000006CbBOAA0,5/25/18 6:53,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001htNzyAAE,0,,0013600001lHmNiAAK,,Shaun,Han,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Business Consultant,,,,,,00536000006CbBOAA0,0,0,0,2018-05-24,00536000006CbBOAA0,2018-05-24,00536000006CbBOAA0,5/25/18 6:40,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001hwKcVAAU,0,,0013600001XSI1NAAX,,Shaun,Reitman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Head of Wealth Mangagement Data Governance,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-05-30,00536000006DdI0AAK,2018-05-30,00536000006DZLrAAO,6/2/18 4:29,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001hwP2LAAU,0,,0013600001c84vIAAQ,,Shawkat,Kumar,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Executive Director, Cybersecurity",,,Sales List Import,,,00536000006DdI0AAK,0,0,0,2018-05-30,00536000006DdI0AAK,2018-08-17,00536000006DZLrAAO,8/17/18 17:43,2018-06-05,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j605kAAA,0,,0013600001c84vIAAQ,,Shawn,LeDoeuff,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Vice President - Global Head of Engineering | Cybersecurity Data Management & Analytics,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-05-31,00536000006DdI0AAK,2018-08-17,00536000006DZLrAAO,11/14/18 16:03,2018-11-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eF3AAI,0,,0013600001jcGn3AAE,,Shawn,Prime,,,,,,,,,,,162 5th Avenue 3rd Floor,New York,New York,10010,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Business Intelligence,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-10-26,00536000006DZLrAAO,10/26/18 21:40,2018-06-01,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eHdAAI,0,,0013600001jcGn3AAE,,Sheffield,Kinneman,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,VP of Business Strategy & Intelligence,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-06-01,00536000006DZLrAAO,6/19/18 15:55,2018-06-19,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eJPAAY,0,,0013600001jcGn3AAE,,Shen,Joshi,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Director of Consumer Product,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-06-01,00536000006DZLrAAO,6/3/18 6:03,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eQfAAI,0,,0013600001mwMIfAAM,,SHEN,Epstein,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Chief Innovation Officer,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-06-01,00536000006DZLrAAO,8/13/18 14:31,2018-08-13,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eV6AAI,0,,0013600001mwMIfAAM,,Sheng,Havelka,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-06-01,00536000006DZLrAAO,6/3/18 6:03,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j6eWEAAY,0,,0013600001mwMIfAAM,,Sheng,Franek,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-01,00536000006DdI0AAK,2018-06-01,00536000006DZLrAAO,6/3/18 6:03,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8JJGAA2,0,,0013600001mxEwoAAE,,Sherry,Chen,,,,,,,,,,,,,,,,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Fintech,,,Website-Free Trial,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-19,00536000006DZLrAAO,6/19/18 15:27,2018-06-11,,,,,,,,,,,,,0,,,,,,1,d6327a4d9b6f72041500d78acef97dddc32c1b6e8409a2aa387d7419e9994ac6152945213692768978b460a4fb18848eb9686316062af66d8540a0d62dc7e15c2b5048952b979f6467084c1dedd57b6057475ffaf8146555ea3bfa94b989796fe9f27516f6,,2018-06-05,,Completed,2018-06-19,,,,,,,,,,,,,,,,,,
0033600001j8NPsAAM,0,,0013600001mxFzqAAE,,Sheryl,Xu,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website - Contact Us,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,8/7/18 22:42,2018-08-07,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8dycAAA,0,,0013600000JRBU6AAP,,shi,Kosuru,,,,,,,,,,,,,,,,,,,,,,,,,0033600001j8l2EAAQ,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000008H3MsAAK,11/8/18 13:41,2018-11-08,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8eU9AAI,0,,0013600001mxbJpAAI,,Shihas,Pathak,,,,,,,,,,,1301 Central Expressway South,Allen,Texas,75013,United States,,,,(650) 206-8888,,(650) 206-8888,,,,0033600001j8h8eAAA,anonymized@vrgcorporation.com,Principal Enterprise Architect,,,Sales List Import,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-27,00536000006DZLrAAO,10/27/18 10:40,2018-10-03,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8eYpAAI,0,,0013600001mxbLRAAY,,Shingo,Stagg,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Senior Director Supply Chain,,,Google AdWords,,,0053600000D6H6NAAV,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-22,00536000006CbBOAA0,10/23/18 15:52,2018-10-23,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8egoAAA,0,,0013600001mxbOGAAY,,Shinichiro,Manghnani,,,,,,,,,,,,Philadelphia,PA,,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Property Exposure & Analytics Officer,,,DemandZen,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000008H3MsAAK,6/18/18 17:10,2018-06-18,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8evSAAQ,0,,0013600001mxbRmAAI,,Shiqiang (John),Wen,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,VP Group Advanced Analytics,,,Trade Show,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000008H3MsAAK,6/8/18 2:21,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8gy0AAA,0,,0013600001mxbOGAAY,,Shirish,mathai,,,,,,,,,,,503 Carr Road Suite 130,Philadelphia,PA,19801,United States,,,,(650) 206-8888,,,,,,0033600001j8egoAAA,anonymized@vrgcorporation.com,Analytics Technical Officer,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-26,00536000006DZLrAAO,10/26/18 22:26,2018-08-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8h1OAAQ,0,,0013600001mxbOGAAY,,Shirley,Zhang,,,,,,,,,,,,Philadelphia,PA,,United States,,,,,,,,,,0033600001j8egoAAA,anonymized@vrgcorporation.com,Catastrophe Exposure Actuary,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000006DZLrAAO,6/8/18 2:21,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8h8eAAA,0,,0013600001mxbJpAAI,,Shiyan,Aloysius,,,,,,,,,,,1301 Central Expressway South,Allen,Texas,75013,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Enterprise Architecture  - Leader,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-27,00536000006DZLrAAO,10/27/18 8:41,2018-10-12,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8h9rAAA,0,,0013600001h6f7GAAQ,,Shoichi,Guo,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,senior Consultant,,,Website-Free Trial,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-07-27,00536000006CfnPAAS,7/27/18 3:07,2018-07-26,,,,,,,,,,,,,0,,,,,,1,11df6cb486044ec7f1dbf4831c35f30d98188756876154cbf725c9b17e71519d1529481010435be123b59f1bf507eca0d86b71682c838291d16a5a818e35dd6ac72a4809e5ac2d9094e56e0286ebf96f32ab7ad04c46cd7e5678388a91f5bb6e2b75943a35,,2018-06-05,,Completed,2018-07-26,0,,,,,,,,,,,,,,,,,
0033600001j8hSwAAI,0,,0013600001PFYuZAAX,,Shruti,he,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,TestDrive,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:33,2018-04-16,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hVlAAI,0,,0013600001PFYuZAAX,,Shu,JIN,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,TestDrive,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:34,2018-04-16,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hYLAAY,0,,0013600001PFYuZAAX,,shuaimin,x,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Engineer,,,Google AdWords,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,9/14/18 6:59,2018-09-13,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hcmAAA,0,,0013600001PFYuZAAX,,Shuji,xu,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,TestDrive,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:47,2018-04-16,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hdaAAA,0,,0013600001iDumjAAC,,Shuji,Marren,,,,,,,,,,,,,,,,,,,,,,,,,0033600001d0JPVAA2,anonymized@vrgcorporation.com,Director - Research IT - Biology systems & Data Integation,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-12,00536000008Ge5aAAC,8/29/18 21:56,2018-08-29,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hfvAAA,0,,0013600001PFYuZAAX,,Shumin,xu,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,TestDrive,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:47,2018-04-17,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hi6AAA,0,,0013600001PFYuZAAX,,Shunichi,WANG,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,TestDrive,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:32,2018-04-19,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hjYAAQ,0,,0013600001PFYuZAAX,,Shuo,Yu,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website - Content Download,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,6/6/18 1:33,2018-05-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hjxAAA,0,,0013600001hsEnSAAU,,Shwetha,Delivanis,,,,,,,,,,,,,,,Ireland,,,,,,,,,,0033600001j8hlUAAQ,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000006DZLrAAO,7/11/18 8:28,2018-07-11,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hlUAAQ,0,,0013600001hsEnSAAU,,Shyam,Wilkinson,,,,,,,,,,,,,,,Ireland,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000006DZLrAAO,10/23/18 13:39,2018-10-23,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8hodAAA,0,,0013600001PFYuZAAX,,Shyam,?,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,????,,,Trade Show,,,00536000006CfnPAAS,0,0,0,2018-06-05,00536000006CfnPAAS,2018-06-05,00536000006CfnPAAS,7/27/18 0:56,2018-07-26,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8htJAAQ,0,,0013600001hsEnSAAU,,Siddharth,Leung,,,,,,,,,,,,,,,,,,,,,,,,,0033600001j8hlUAAQ,anonymized@vrgcorporation.com,"Director, Engineering",,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000006DZLrAAO,6/8/18 2:21,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8i6DAAQ,0,,0013600001hs3epAAA,,Silvana,Fierro,,,,,,,,,,,7 Hanover Square,New York City,NY,10004,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Chief Ethics and Compliance Officer,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-26,00536000006DZLrAAO,10/26/18 23:29,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8i76AAA,0,,0013600001hs3epAAA,,Simerjeet,Olds,,,,,,,,,,,7 Hanover Square,New York City,NY,10004,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,"VP, Predictive Analytics",,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-27,00536000006DZLrAAO,10/27/18 7:44,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8i7pAAA,0,,0013600001hs3epAAA,,Simon,Abbott,,,,,,,,,,,7 Hanover Square,New York City,NY,10004,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Head of Quantitative Risk,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-26,00536000006DZLrAAO,10/26/18 20:40,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8jYdAAI,0,,0013600001mxbRmAAI,,Simon,Sepasi,,,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,0033600001j8evSAAQ,anonymized@vrgcorporation.com,"Senior Data Scientist, Advanced Analytics",,,Sales Activity,,,00536000008Ge5aAAC,0,0,0,2018-06-05,00536000008H3MsAAK,2018-10-04,00536000006DZLrAAO,10/30/18 1:17,2018-10-29,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8jgNAAQ,0,,0013600000JRBUyAAP,,Simon,Dewan,,,,,,,,,,,818 Stewart St,Seattle,WA,,United States,,,,,,,,,,,anonymized@vrgcorporation.com,CTO,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-06-05,00536000006DI2SAAW,2018-06-05,00536000006DZLrAAO,6/8/18 2:21,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8js9AAA,0,,0013600001PFX0fAAH,,Simon,Spierto,,,,,,,,,,,900 Metro Center Blvd,Foster City,CA,94404,United States,,,,,,,,,,0033600001KFr2HAAT,anonymized@vrgcorporation.com,"Business Analyst, O&I Business Operations",,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-06-05,00536000006DI2SAAW,2018-06-11,00536000006DI2SAAW,7/2/18 14:44,2018-07-02,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8l2EAAQ,0,,0013600000JRBU6AAP,,Siobhan,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Vice President,,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2018-06-05,00536000008H3MsAAK,2018-06-05,00536000006DZLrAAO,6/8/18 2:21,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j8uPlAAI,0,,0013600001kNYXjAAO,,Siva,O'Neill,,,,,,,,,,,100 N. Sepulveda Blvd 8th Floor,El Segundo,CA,90245,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,CTO,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-06-06,00536000006DI2SAAW,2018-10-26,00536000006DZLrAAO,10/26/18 22:42,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j97PxAAI,0,,0013600001mxpHSAAY,,Smit,Wilbur,,,,,,,,,,,,Salt Lake City,Utah,,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Director of Performance Analytics,,,DemandZen,,,00536000006DI2SAAW,0,0,0,2018-06-06,00536000006DI2SAAW,2018-06-06,00536000006DI2SAAW,6/8/18 2:36,2018-06-06,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001j9O67AAE,0,,0013600001mxy6RAAQ,,Someswar,Tan,,,,,,,,,,,,,,,,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,CEO,,,Website - Content Download,,,00536000006CbBOAA0,0,0,0,2018-06-07,00536000006CbBOAA0,2018-10-04,00536000006DZLrAAO,11/13/18 14:06,2018-11-13,,,,,,,,,,,,,0,,,,,,0,89c4d26d8cda4a6a81f64df0762576fa2d9937b39f5b1984483a75d44e41743a1531507525ca4d6b7bdb65033d1d9138f252aa90be705122ec6b83f32e9433745020117e25c674c235971f9b67e4dda7bce251562ba5011cf8ea4a61ac8ee05e27d610724b,,2018-06-28,Approved per Gaurav,Developer Edition,,1,2018-10-04,,,,,,,,,,,,,,,,
0033600001j9a8RAAQ,0,,0013600000JRBUWAA5,,Sonal,Rozenwald,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,R&D Manager,,,Sales List Import,,,00536000008H3MsAAK,0,0,0,2018-06-07,00536000008H3MsAAK,2018-06-07,00536000008H3MsAAK,7/10/18 13:48,2018-07-10,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001jA2SaAAK,0,,0013600001YJd2YAAT,,Sonia,Zockoll,,,,,,,,,,,601 Merritt 7,Norwalk,CT,6581,United States,,,,,,,,,,,anonymized@vrgcorporation.com,"SVP, Sr. Director - Symbology and Reference Data",,,Sales Activity,,,00536000006DdI0AAK,0,0,0,2018-06-08,00536000006DdI0AAK,2018-06-08,00536000006DZLrAAO,11/6/18 13:33,2018-11-06,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0033600001jdZtSAAU,0,,0013600001ggw8aAAA,,Sonja,Goolsby,H.,,,,,,,,,,9800 Fredericksburg Road,San Antonio,Texas,78288,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Director Decision Science Analytics,,,DemandZen,,,00536000006DI2SAAW,0,0,0,2018-06-08,00536000006DI2SAAW,2018-10-27,00536000006DZLrAAO,10/27/18 8:36,2018-06-08,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,,,Decision Science Analytics Manager at USAA,,,,,
